"V1" "V2" "V3"
"147" 9 17 1.4142136
"148" 9 18 1.118034
"149" 9 19 1
"150" 9 20 1.118034
"151" 9 21 2.1213203
"152" 9 22 1.8027756
"153" 9 23 1.5811388
"154" 9 25 1.5811388
"155" 11 1 1
"156" 11 2 1.118034
"157" 11 3 1.4142136
"158" 11 4 1.8027756
"159" 11 5 2.236068
"160" 11 7 0.7071068
"161" 11 8 1.118034
"162" 11 9 1.5811388
"163" 11 12 0.5
"164" 11 13 1
"165" 11 14 1.5
"166" 11 16 0.5
"167" 11 17 0.7071068
"168" 11 18 1.118034
"169" 11 19 1.5811388
"170" 11 20 2.0615528
"171" 11 21 1
"172" 11 22 1.118034
"173" 11 23 1.4142136
"174" 11 25 2.236068
"175" 12 1 1.118034
"176" 12 2 1
"177" 12 3 1.118034
"178" 12 4 1.4142136
"179" 12 5 1.8027756
"180" 12 7 0.5
"181" 12 8 0.7071068
"182" 12 9 1.118034
"183" 12 11 0.5
"184" 12 13 0.5
"185" 12 14 1
"186" 12 16 0.7071068
"187" 12 17 0.5
"188" 12 18 0.7071068
"189" 12 19 1.118034
"190" 12 20 1.5811388
"191" 12 21 1.118034
"192" 12 22 1
"193" 12 23 1.118034
"194" 12 25 1.8027756
"195" 13 2 1.118034
"196" 13 3 1
"197" 13 4 1.118034
"198" 13 7 0.7071068
"199" 13 8 0.5
"200" 13 9 0.7071068
"201" 13 11 1
"202" 13 12 0.5
"203" 13 14 0.5
"204" 13 16 1.118034
"205" 13 17 0.7071068
"206" 13 18 0.5
"207" 13 19 0.7071068
"208" 13 20 1.118034
"209" 13 22 1.118034
"210" 13 23 1
"211" 13 25 1.4142136
"212" 14 1 1.8027756
"213" 14 2 1.4142136
"214" 14 3 1.118034
"215" 14 4 1
"216" 14 5 1.118034
"217" 14 7 1.118034
"218" 14 8 0.7071068
"219" 14 9 0.5
"220" 14 11 1.5
"221" 14 12 1
"222" 14 13 0.5
"223" 14 16 1.5811388
"224" 14 17 1.118034
"225" 14 18 0.7071068
"226" 14 19 0.5
"227" 14 20 0.7071068
"228" 14 21 1.8027756
"229" 14 22 1.4142136
"230" 14 23 1.118034
"231" 14 25 1.118034
"232" 16 1 1.5
"233" 16 2 1.5811388
"234" 16 3 1.8027756
"235" 16 4 2.1213203
"236" 16 5 2.5
"237" 16 7 1.118034
"238" 16 8 1.4142136
"239" 16 9 1.8027756
"240" 16 11 0.5
"241" 16 12 0.7071068
"242" 16 13 1.118034
"243" 16 14 1.5811388
"244" 16 17 0.5
"245" 16 18 1
"246" 16 19 1.5
"247" 16 20 2
"248" 16 21 0.5
"249" 16 22 0.7071068
"250" 16 23 1.118034
"251" 16 25 2.0615528
"252" 17 1 1.5811388
"253" 17 2 1.5
"254" 17 3 1.5811388
"255" 17 4 1.8027756
"256" 17 5 2.1213203
"257" 17 7 1
"258" 17 8 1.118034
"259" 17 9 1.4142136
"260" 17 11 0.7071068
"261" 17 12 0.5
"262" 17 13 0.7071068
"263" 17 14 1.118034
"264" 17 16 0.5
"265" 17 18 0.5
"266" 17 19 1
"267" 17 20 1.5
"268" 17 21 0.7071068
"269" 17 22 0.5
"270" 17 23 0.7071068
"271" 17 25 1.5811388
"272" 18 1 1.8027756
"273" 18 2 1.5811388
"274" 18 3 1.5
"275" 18 4 1.5811388
"276" 18 5 1.8027756
"277" 18 7 1.118034
"278" 18 8 1
"279" 18 9 1.118034
"280" 18 11 1.118034
"281" 18 12 0.7071068
"282" 18 13 0.5
"283" 18 14 0.7071068
"284" 18 16 1
"285" 18 17 0.5
"286" 18 19 0.5
"287" 18 20 1
"288" 18 21 1.118034
"289" 18 22 0.7071068
"290" 18 23 0.5
"291" 18 25 1.118034
"292" 19 1 2.1213203
"293" 19 2 1.8027756
"294" 19 3 1.5811388
"295" 19 4 1.5
"296" 19 5 1.5811388
"297" 19 7 1.4142136
"298" 19 8 1.118034
"299" 19 9 1
"300" 19 11 1.5811388
"301" 19 12 1.118034
"302" 19 13 0.7071068
"303" 19 14 0.5
"304" 19 16 1.5
"305" 19 17 1
"306" 19 18 0.5
"307" 19 20 0.5
"308" 19 21 1.5811388
"309" 19 22 1.118034
"310" 19 23 0.7071068
"311" 19 25 0.7071068
"312" 20 1 2.5
"313" 20 2 2.1213203
"314" 20 3 1.8027756
"315" 20 4 1.5811388
"316" 20 5 1.5
"317" 20 7 1.8027756
"318" 20 8 1.4142136
"319" 20 9 1.118034
"320" 20 11 2.0615528
"321" 20 12 1.5811388
"322" 20 13 1.118034
"323" 20 14 0.7071068
"324" 20 16 2
"325" 20 17 1.5
"326" 20 18 1
"327" 20 19 0.5
"328" 20 21 2.0615528
"329" 20 22 1.5811388
"330" 20 23 1.118034
"331" 20 25 0.5
"332" 21 2 2.0615528
"333" 21 3 2.236068
"334" 21 4 2.5
"335" 21 7 1.5811388
"336" 21 8 1.8027756
"337" 21 9 2.1213203
"338" 21 11 1
"339" 21 12 1.118034
"340" 21 14 1.8027756
"341" 21 16 0.5
"342" 21 17 0.7071068
"343" 21 18 1.118034
"344" 21 19 1.5811388
"345" 21 20 2.0615528
"346" 21 22 0.5
"347" 21 23 1
"348" 21 25 2
"349" 22 1 2.0615528
"350" 22 2 2
"351" 22 3 2.0615528
"352" 22 4 2.236068
"353" 22 5 2.5
"354" 22 7 1.5
"355" 22 8 1.5811388
"356" 22 9 1.8027756
"357" 22 11 1.118034
"358" 22 12 1
"359" 22 13 1.118034
"360" 22 14 1.4142136
"361" 22 16 0.7071068
"362" 22 17 0.5
"363" 22 18 0.7071068
"364" 22 19 1.118034
"365" 22 20 1.5811388
"366" 22 21 0.5
"367" 22 23 0.5
"368" 22 25 1.5
"369" 23 1 2.236068
"370" 23 2 2.0615528
"371" 23 3 2
"372" 23 4 2.0615528
"373" 23 5 2.236068
"374" 23 7 1.5811388
"375" 23 8 1.5
"376" 23 9 1.5811388
"377" 23 11 1.4142136
"378" 23 12 1.118034
"379" 23 13 1
"380" 23 14 1.118034
"381" 23 16 1.118034
"382" 23 17 0.7071068
"383" 23 18 0.5
"384" 23 19 0.7071068
"385" 23 20 1.118034
"386" 23 21 1
"387" 23 22 0.5
"388" 23 25 1
"389" 25 1 2.8284271
"390" 25 2 2.5
"391" 25 3 2.236068
"392" 25 4 2.0615528
"393" 25 5 2
"394" 25 7 2.1213203
"395" 25 8 1.8027756
"396" 25 9 1.5811388
"397" 25 11 2.236068
"398" 25 12 1.8027756
"399" 25 13 1.4142136
"400" 25 14 1.118034
"401" 25 16 2.0615528
"402" 25 17 1.5811388
"403" 25 18 1.118034
"404" 25 19 0.7071068
"405" 25 20 0.5
"406" 25 21 2
"407" 25 22 1.5
"408" 25 23 1
